#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Halobaculum halophilum,Archaea;Euryarchaeota;Stenosarchaea group,Gai3-2,SAMN15183765,PRJNA638228,GCA_013401515.1,Complete,"4,27796","67,2072",chromosome:NZ_CP058529.1/CP058529.1; plasmid unnamed1:NZ_CP058530.1/CP058530.1; plasmid unnamed2:NZ_CP058531.1/CP058531.1; plasmid unnamed3:NZ_CP058532.1/CP058532.1,,4,4196,2020-07-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/515/GCA_013401515.1_ASM1340151v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/401/515/GCF_013401515.1_ASM1340151v1
Halobaculum magnesiiphilum,Archaea;Euryarchaeota;Stenosarchaea group,NBRC 109044,SAMN20958642,PRJNA757273,GCA_019823105.1,Complete,"3,73245","67,9008",chromosome:NZ_CP081958.1/CP081958.1; plasmid unnamed1:NZ_CP081959.1/CP081959.1; plasmid unnamed2:NZ_CP081960.1/CP081960.1; plasmid unnamed3:NZ_CP081961.1/CP081961.1,,4,3645,2021-08-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/823/105/GCA_019823105.1_ASM1982310v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/823/105/GCF_019823105.1_ASM1982310v1
Halobaculum roseum,Archaea;Euryarchaeota;Stenosarchaea group,CGMCC 1.15501,SAMN20958564,PRJNA757270,GCA_019880245.1,Complete,"3,7199","67,9778",chromosome:NZ_CP082286.1/CP082286.1; plasmid unnamed1:NZ_CP082287.1/CP082287.1; plasmid unnamed2:NZ_CP082288.1/CP082288.1; plasmid unnamed3:NZ_CP082289.1/CP082289.1,,4,3662,2021-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/245/GCA_019880245.1_ASM1988024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/880/245/GCF_019880245.1_ASM1988024v1
Halobaculum salinum,Archaea;Euryarchaeota;Stenosarchaea group,NJ-3-1,SAMN15183787,PRJNA638230,GCA_013402875.1,Complete,"4,25875","68,6631",chromosome:NZ_CP058579.1/CP058579.1; plasmid unnamed1:NZ_CP058580.1/CP058580.1,,2,4174,2020-07-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/875/GCA_013402875.1_ASM1340287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/875/GCF_013402875.1_ASM1340287v1
Halobiforma lacisalsi AJ5,Archaea;Euryarchaeota;Stenosarchaea group,AJ5,SAMN02470038,PRJNA16192,GCA_000226975.3,Complete,"4,38154","65,2373",chromosome:NZ_CP019285.1/CP019285.1; plasmid pHLAJ5I:NZ_CP019286.1/CP019286.1; plasmid pHLAJ5II:NZ_CP019287.1/CP019287.1,,3,4126,2017-01-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/975/GCA_000226975.3_ASM22697v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/975/GCF_000226975.2_ASM22697v3
Halococcoides cellulosivorans,Archaea;Euryarchaeota;Stenosarchaea group,HArcel1,SAMN08826612,PRJNA449302,GCA_003058365.1,Complete,"2,72312","65,7",chromosome:NZ_CP028858.1/CP028858.1,,1,2595,2018-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/365/GCA_003058365.1_ASM305836v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/365/GCF_003058365.1_ASM305836v1
Halodesulfurarchaeum formicicum,Archaea;Euryarchaeota;Stenosarchaea group,HSR6,SAMN05363636,PRJNA328078,GCA_001886955.1,Complete,"2,08595","63,6",chromosome:NZ_CP016804.1/CP016804.1,,1,2120,2016-11-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/955/GCA_001886955.1_ASM188695v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/955/GCF_001886955.1_ASM188695v1
Haloferax alexandrinus,Archaea;Euryarchaeota;Stenosarchaea group,wsp1,SAMN14048689,PRJNA605089,GCA_010692905.1,Complete,"3,70698","66,1",chromosome:NZ_CP048738.1/CP048738.1,,1,3656,2020-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/905/GCA_010692905.1_ASM1069290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/692/905/GCF_010692905.1_ASM1069290v1
Haloferax gibbonsii,Archaea;Euryarchaeota;Stenosarchaea group,ARA6,SAMN03755233,PRJNA285662,GCA_001190965.1,Complete,"3,91845","66,2381",chromosome:NZ_CP011947.1/CP011947.1; plasmid pHG1:NZ_CP011948.1/CP011948.1; plasmid pHG2:NZ_CP011949.1/CP011949.1; plasmid pHG3:NZ_CP011950.1/CP011950.1; plasmid pHG4:NZ_CP011951.1/CP011951.1,,5,3833,2015-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/965/GCA_001190965.1_ASM119096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/965/GCF_001190965.1_ASM119096v1
Haloferax mediterranei ATCC 33500,Archaea;Euryarchaeota;Stenosarchaea group,ATCC 33500,SAMN11356524,PRJNA412908,GCA_005406325.1,Complete,"3,90747","60,243",chromosome:NZ_CP039139.1/CP039139.1; plasmid pHME132:NZ_CP039142.1/CP039142.1; plasmid pHME322:NZ_CP039141.1/CP039141.1; plasmid pHME505:NZ_CP039140.1/CP039140.1,,4,3785,2019-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/325/GCA_005406325.1_ASM540632v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/406/325/GCF_005406325.1_ASM540632v1
Haloferax volcanii DS2,Archaea;Euryarchaeota;Stenosarchaea group,DS2,SAMN02604027,PRJNA12524,GCA_000025685.1,Complete,"4,0129","65,4625",chromosome:NC_013967.1/CP001956.1; plasmid pHV1:NC_013968.1/CP001957.1; plasmid pHV2:NC_013965.1/CP001954.1; plasmid pHV3:NC_013964.1/CP001953.1; plasmid pHV4:NC_013966.1/CP001955.1,,5,3914,2010-03-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/685/GCA_000025685.1_ASM2568v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/685/GCF_000025685.1_ASM2568v1
Halogeometricum borinquense DSM 11551,Archaea;Euryarchaeota;Stenosarchaea group,PR 3,SAMN00002580,PRJNA20743,GCA_000172995.2,Complete,"3,94447","59,9709",chromosome:NC_014729.1/CP001690.1; plasmid pHBOR01:NC_014735.1/CP001691.1; plasmid pHBOR02:NC_014731.1/CP001692.1; plasmid pHBOR03:NC_014736.1/CP001693.1; plasmid pHBOR04:NC_014732.1/CP001694.1; plasmid pHBOR05:NC_014737.1/CP001695.1,,6,3807,2010-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/995/GCA_000172995.2_ASM17299v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/995/GCF_000172995.2_ASM17299v2
Halomicrobium mukohataei DSM 12286,Archaea;Euryarchaeota;Stenosarchaea group,DSM 12286,SAMN00002610,PRJNA27945,GCA_000023965.1,Complete,"3,33235","65,5068",chromosome:NC_013202.1/CP001688.1; plasmid pHmuk01:NC_013201.1/CP001689.1,,2,3311,2009-09-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/965/GCA_000023965.1_ASM2396v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/965/GCF_000023965.1_ASM2396v1
Halopenitus persicus,Archaea;Euryarchaeota;Stenosarchaea group,CBA1233,SAMD00053810,PRJDB4920,GCA_002355635.1,Complete,"3,10594","66,0045",chromosome:NZ_AP017558.1/AP017558.1; plasmid pCBA1233:NZ_AP017559.1/AP017559.1,,2,2917,2016-06-23T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/635/GCA_002355635.1_ASM235563v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/635/GCF_002355635.1_ASM235563v1
Halopiger xanaduensis SH-6,Archaea;Euryarchaeota;Stenosarchaea group,SH-6,SAMN02232028,PRJNA56049,GCA_000217715.1,Complete,"4,35527","65,1966",chromosome:NC_015666.1/CP002839.1; plasmid pHALXA01:NC_015658.1/CP002840.1; plasmid pHALXA02:NC_015667.1/CP002841.1; plasmid pHALXA03:NC_015659.1/CP002842.1,,4,4178,2011-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/715/GCA_000217715.1_ASM21771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/715/GCF_000217715.1_ASM21771v1
Haloplanus aerogenes,Archaea;Euryarchaeota;Stenosarchaea group,JCM 16430,SAMN09684815,PRJNA481613,GCA_003856835.1,Complete,"3,50309","65,6943",chromosome:NZ_CP034145.1/CP034145.1; plasmid pJCM16430-01:NZ_CP034146.1/CP034146.1,,2,3556,2018-12-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/835/GCA_003856835.1_ASM385683v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/835/GCF_003856835.1_ASM385683v1
Haloplanus rallus,Archaea;Euryarchaeota;Stenosarchaea group,MBLA0036,SAMN10524788,PRJNA508483,GCA_009762275.1,Complete,"3,5603","66,6305",chromosome:NZ_CP034345.1/CP034345.1; plasmid pMBLA003601:NZ_CP034344.1/CP034344.1,,2,3555,2019-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/275/GCA_009762275.1_ASM976227v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/275/GCF_009762275.1_ASM976227v1
Haloplanus rubicundus,Archaea;Euryarchaeota;Stenosarchaea group,CBA1113,SAMN09684805,PRJNA481607,GCA_003342695.1,Complete,"3,52933","66,5061",chromosome:NZ_CP031150.1/CP031150.1; plasmid pCBA1113-01:NZ_CP031151.1/CP031151.1; plasmid pCBA1113-02:NZ_CP031152.1/CP031152.1,,3,3549,2018-07-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/695/GCA_003342695.1_ASM334269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/695/GCF_003342695.1_ASM334269v1
Haloquadratum walsbyi DSM 16790,Archaea;Euryarchaeota;Stenosarchaea group,DSM 16790 = HBSQ001,SAMEA3138195,PRJNA17185,GCA_000009185.1,Complete,"3,17936","47,8971",chromosome:NC_008212.1/AM180088.1; plasmid PL47:NC_008213.1/AM180089.1,,2,2712,2006-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/185/GCA_000009185.1_ASM918v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/185/GCF_000009185.1_ASM918v1
Halorhabdus tiamatea SARL4B,Archaea;Euryarchaeota;Stenosarchaea group,type strain: SARL4B,SAMEA2271992,PRJEB1233,GCA_000470655.1,Complete,"3,14616","62,77",chromosome I:NC_021921.1/HF571520.1; plasmid pHTIA:NC_021913.1/HF571521.1,,2,3056,2013-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/655/GCF_000470655.1_HATI1
Halorhabdus utahensis DSM 12940,Archaea;Euryarchaeota;Stenosarchaea group,DSM 12940,SAMN00002611,PRJNA29305,GCA_000023945.1,Complete,"3,1168","62,9",chromosome:NC_013158.1/CP001687.1,,1,2971,2009-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/945/GCF_000023945.1_ASM2394v1
Halorubrum ezzemoulense,Archaea;Euryarchaeota;Stenosarchaea group,Fb21,SAMN10709458,PRJNA513349,GCA_004126515.1,Complete,"3,7263","66,4805",chromosome:NZ_CP034940.1/CP034940.1; plasmid megaplasmid:NZ_CP034941.1/CP034941.1; plasmid unnamed1:NZ_CP034942.1/CP034942.1,,3,3525,2019-02-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/515/GCA_004126515.1_ASM412651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/515/GCF_004126515.1_ASM412651v1
Halorubrum lacusprofundi ATCC 49239,Archaea;Euryarchaeota;Stenosarchaea group,ATCC 49239,SAMN02598407,PRJNA412908,GCA_000022205.1,Complete,"3,69258","63,9543",chromosome 1:NC_012029.1/CP001365.1; chromosome 2:NC_012028.1/CP001366.1; plasmid pHLAC01:NC_012030.1/CP001367.1,,3,3506,2009-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/205/GCA_000022205.1_ASM2220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/205/GCF_000022205.1_ASM2220v1
Halorussus halophilus,Archaea;Euryarchaeota;Stenosarchaea group,ZS-3,SAMN12860083,PRJNA574568,GCA_008831545.1,Complete,"4,45073","61,5286",chromosome:NZ_CP044523.1/CP044523.1; plasmid unnamed1:NZ_CP044524.1/CP044524.1; plasmid unnamed2:NZ_CP044525.1/CP044525.1; plasmid unnamed3:NZ_CP044526.1/CP044526.1,,4,4364,2019-10-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/545/GCA_008831545.1_ASM883154v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/545/GCF_008831545.1_ASM883154v1
Halosiccatus urmianus,Archaea;Euryarchaeota;Stenosarchaea group,IBRC-M: 10911,SAMN21591356,PRJNA765798,GCA_020217425.1,Complete,"4,2547","67,2841",chromosome:NZ_CP084090.1/CP084090.1; plasmid unnamed1:NZ_CP084091.1/CP084091.1; plasmid unnamed2:NZ_CP084092.1/CP084092.1; plasmid unnamed3:NZ_CP084093.1/CP084093.1; plasmid unnamed4:NZ_CP084094.1/CP084094.1; plasmid unnamed5:NZ_CP084095.1/CP084095.1,,6,4107,2021-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/217/425/GCA_020217425.1_ASM2021742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/217/425/GCF_020217425.1_ASM2021742v1
Halosimplex litoreum,Archaea;Euryarchaeota;Stenosarchaea group,YGH94,SAMN17013084,PRJNA682869,GCA_016065055.1,Complete,"4,15805","68,5",chromosome:NZ_CP065856.1/CP065856.1,,1,4018,2020-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/065/055/GCA_016065055.1_ASM1606505v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/065/055/GCF_016065055.1_ASM1606505v1
Halosimplex pelagicum,Archaea;Euryarchaeota;Stenosarchaea group,R2,SAMN15472364,PRJNA644747,GCA_013415905.1,Complete,"5,19903","67,1",chromosome:NZ_CP058909.1/CP058909.1,,1,5059,2020-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/905/GCA_013415905.1_ASM1341590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/415/905/GCF_013415905.1_ASM1341590v1
Halosimplex rubrum,Archaea;Euryarchaeota;Stenosarchaea group,R27,SAMN15472373,PRJNA644749,GCA_013415885.1,Complete,"4,48015","67,8",chromosome:NZ_CP058910.1/CP058910.1,,1,4341,2020-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/885/GCA_013415885.1_ASM1341588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/415/885/GCF_013415885.1_ASM1341588v1
Halostagnicola larsenii XH-48,Archaea;Euryarchaeota;Stenosarchaea group,XH-48,SAMN00117518,PRJNA71415,GCA_000517625.1,Complete,"4,13118","60,8653",chromosome:NZ_CP007055.1/CP007055.1; plasmid unnamed:NZ_CP007056.1/CP007056.1; plasmid unnamed2:NZ_CP007057.1/CP007057.1; plasmid unnamed3:NZ_CP007058.1/CP007058.1; plasmid unnamed4:NZ_CP007059.1/CP007059.1,,5,3929,2014-01-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/625/GCA_000517625.1_ASM51762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/625/GCF_000517625.1_ASM51762v1
Haloterrigena daqingensis,Archaea;Euryarchaeota;Stenosarchaea group,JX313,SAMN05417698,PRJNA329170,GCA_001971705.1,Complete,"3,8358","61,337",chromosome:NZ_CP019327.1/CP019327.1; plasmid unnamed1:NZ_CP019328.1/CP019328.1; plasmid unnamed2:NZ_CP019329.1/CP019329.1; plasmid unnamed3:NZ_CP019330.1/CP019330.1,,4,3690,2017-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/705/GCA_001971705.1_ASM197170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/705/GCF_001971705.1_ASM197170v1
Haloterrigena longa,Archaea;Euryarchaeota;Stenosarchaea group,ABH32,SAMN18137902,PRJNA706550,GCA_017352095.1,Complete,"3,58887","64,4",chromosome:NZ_CP071463.1/CP071463.1,,1,3475,2021-03-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/352/095/GCA_017352095.1_ASM1735209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/352/095/GCF_017352095.1_ASM1735209v1
Haloterrigena salifodinae,Archaea;Euryarchaeota;Stenosarchaea group,BOL5-1,SAMN17385152,PRJNA412908,GCA_016906025.1,Complete,"5,08724","64,0568",chromosome:NZ_CP069188.1/CP069188.1; plasmid pHTS96:NZ_CP069193.1/CP069193.1; plasmid pHTS138:NZ_CP069189.1/CP069189.1; plasmid pHTS171:NZ_CP069190.1/CP069190.1; plasmid pHTS220:NZ_CP069191.1/CP069191.1; plasmid pHTS280.6:NZ_CP069192.1/CP069192.1,,6,4774,2021-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/025/GCA_016906025.1_ASM1690602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/025/GCF_016906025.1_ASM1690602v1
Haloterrigena turkmenica DSM 5511,Archaea;Euryarchaeota;Stenosarchaea group,DSM 5511,SAMN02598471,PRJNA30411,GCA_000025325.1,Complete,"5,44078","64,2484",chromosome:NC_013743.1/CP001860.1; plasmid pHTUR01:NC_013744.1/CP001861.1; plasmid pHTUR02:NC_013745.1/CP001862.1; plasmid pHTUR03:NC_013746.1/CP001863.1; plasmid pHTUR04:NC_013747.1/CP001864.1; plasmid pHTUR05:NC_013748.1/CP001865.1; plasmid pHTUR06:NC_013749.1/CP001866.1,,7,5046,2010-01-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/325/GCA_000025325.1_ASM2532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/325/GCF_000025325.1_ASM2532v1
Halovivax ruber XH-70,Archaea;Euryarchaeota;Stenosarchaea group,XH-70,SAMN02232030,PRJNA59897,GCA_000328525.1,Complete,"3,22388","64,3",chromosome:NC_019964.1/CP003050.1,,1,3062,2012-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/525/GCA_000328525.1_ASM32852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/525/GCF_000328525.1_ASM32852v1
Methanocella arvoryzae MRE50,Archaea;Euryarchaeota;Stenosarchaea group,MRE50,SAMEA3138262,PRJNA19641,GCA_000063445.1,Complete,"3,17992","54,6",chromosome:NC_009464.1/AM114193.2,,1,3099,2006-07-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/445/GCA_000063445.1_ASM6344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/445/GCF_000063445.1_ASM6344v1
Methanocella conradii HZ254,Archaea;Euryarchaeota;Stenosarchaea group,HZ254,SAMN02603117,PRJNA73221,GCA_000251105.1,Complete,"2,37844","52,7",chromosome:NC_017034.1/CP003243.1,,1,2487,2012-03-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/105/GCF_000251105.1_ASM25110v1
Methanocella paludicola SANAE,Archaea;Euryarchaeota;Stenosarchaea group,SANAE,SAMD00060931,PRJDA20361,GCA_000011005.1,Complete,"2,95763","54,9",chromosome:NC_013665.1/AP011532.1,,1,3012,2009-12-25T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/005/GCF_000011005.1_ASM1100v1
Methanococcoides burtonii DSM 6242,Archaea;Euryarchaeota;Stenosarchaea group,DSM 6242,SAMN02598545,PRJNA9634,GCA_000013725.1,Complete,"2,57503","40,8",chromosome:NC_007955.1/CP000300.1,,1,2449,2006-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1
Methanocorpusculum labreanum Z,Archaea;Euryarchaeota;Stenosarchaea group,Z,SAMN00623052,PRJNA18109,GCA_000015765.1,Complete,"1,80496",50,chromosome:NC_008942.1/CP000559.1,,1,1795,2007-02-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/765/GCF_000015765.1_ASM1576v1
Methanoculleus bourgensis MS2,Archaea;Euryarchaeota;Stenosarchaea group,MS2T,SAMEA2272323,PRJEB167,GCA_000304355.2,Complete,"2,78977","60,6",chromosome I:NC_018227.2/HE964772.2,,1,2584,2012-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/355/GCA_000304355.2_Mb_MS2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/355/GCF_000304355.2_Mb_MS2
Methanoculleus chikugoensis,Archaea;Euryarchaeota;Stenosarchaea group,MG62,SAMD00171896,PRJDB8303,GCA_019669965.1,Complete,"2,62226","61,9",chromosome:NZ_AP019781.1/AP019781.1,,1,2567,2021-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/965/GCA_019669965.1_ASM1966996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/669/965/GCF_019669965.1_ASM1966996v1
Methanoculleus marisnigri JR1,Archaea;Euryarchaeota;Stenosarchaea group,JR1,SAMN02598365,PRJNA16330,GCA_000015825.1,Complete,"2,4781","62,1",chromosome:NC_009051.1/CP000562.1,,1,2447,2007-02-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/825/GCF_000015825.1_ASM1582v1
Methanohalobium evestigatum Z-7303,Archaea;Euryarchaeota;Stenosarchaea group,Z-7303,SAMN00015125,PRJNA37945,GCA_000196655.1,Complete,"2,40623","36,3956",chromosome:NC_014253.1/CP002069.1; plasmid pMETEV01:NC_014254.1/CP002070.1,,2,2326,2010-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/655/GCA_000196655.1_ASM19665v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/655/GCF_000196655.1_ASM19665v1
Methanohalophilus halophilus,Archaea;Euryarchaeota;Stenosarchaea group,Z-7982,SAMN05756399,PRJNA342410,GCA_001889405.1,Complete,"2,02296","42,4",chromosome:NZ_CP017921.1/CP017921.1,,1,2011,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/405/GCA_001889405.1_ASM188940v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/405/GCF_001889405.1_ASM188940v1
Methanohalophilus mahii DSM 5219,Archaea;Euryarchaeota;Stenosarchaea group,DSM 5219,SAMN02598474,PRJNA30711,GCA_000025865.1,Complete,"2,01242","42,6",chromosome:NC_014002.1/CP001994.1,,1,1973,2010-03-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/865/GCA_000025865.1_ASM2586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/865/GCF_000025865.1_ASM2586v1
Methanolacinia petrolearia DSM 11571,Archaea;Euryarchaeota;Stenosarchaea group,DSM 11571,SAMN00017400,PRJNA40773,GCA_000147875.1,Complete,"2,84329","47,4",chromosome:NC_014507.1/CP002117.1,,1,2781,2010-09-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/875/GCA_000147875.1_ASM14787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1
Methanolobus zinderi,Archaea;Euryarchaeota;Stenosarchaea group,DSM 21339,SAMN15340093,PRJNA641069,GCA_013388255.1,Complete,"2,70495","44,1",chromosome:NZ_CP058215.1/CP058215.1,,1,2616,2020-07-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/388/255/GCA_013388255.1_ASM1338825v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/388/255/GCF_013388255.1_ASM1338825v1
Methanomethylovorans hollandica DSM 15978,Archaea;Euryarchaeota;Stenosarchaea group,DSM 15978,SAMN02261367,PRJNA50749,GCA_000328665.1,Complete,"2,71401","41,8436",chromosome:NC_019977.1/CP003362.1; plasmid pMETHO01:NC_019972.1/CP003363.1,,2,2564,2012-12-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/665/GCF_000328665.1_ASM32866v1
Methanoregula boonei 6A8,Archaea;Euryarchaeota;Stenosarchaea group,6A8,SAMN02598409,PRJNA18505,GCA_000017625.1,Complete,"2,54294","54,5",chromosome:NC_009712.1/CP000780.1,,1,2482,2007-07-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/625/GCF_000017625.1_ASM1762v1
